label,feature
4,6:1 236:1.0 2528:1.0 37911:1.0 26:1.0 85:1.0 230:1.0 231:1.0 2682:1.0 20642:1.0 20643:1.0 20644:1.0 787:1.0 9612:1.0 9613:1.0 383:1.0 98:1.0 103:0.5 387:1.0 106:1.0 434:1.0 2706:1.0 10713:1.0 40320:1.0 40321:1.0 144:1.0 6843:1.0 40363:1.0 40364:1.0 40365:1.0 37948:1.0 37948:1.0 9792:0.5 9792:0.5 40460:1.0 40461:1.0 1116:0.5 1117:0.5 204:1.0 
2,4:1 236:1.0 237:1.0 20645:1.0 57:1.0 777:1.0 9604:1.0 9605:1.0 9606:1.0 9607:1.0 9608:1.0 9609:1.0 831:1.0 4724:1.0 4725:1.0 100:1.0 379:1.0 104:1.0 395:1.0 399:1.0 2697:1.0 9646:1.0 9647:1.0 446:1.0 483:1.0 484:1.0 9698:1.0 40395:1.0 40395:1.0 4863:0.5 4863:0.5 18268:1.0 9821:1.0 197:0.5 198:0.5 204:1.0 212:1.0 3475:1.0 
3,2:1 784:1.0 9610:1.0 9611:1.0 71:1.0 821:1.0 3600:1.0 4717:1.0 4718:1.0 4719:1.0 4720:1.0 4721:1.0 92:1.0 4955:1.0 22816:1.0 380:1.0 103:1.0 382:1.0 107:1.0 423:1.0 4772:1.0 703:1.0 1980:1.0 9752:1.0 9752:1.0 4904:1.0 4905:1.0 744:0.5 745:0.5 204:1.0 212:1.0 1643:1.0 
6,3:1 828:1.0 4722:1.0 4723:1.0 26:1.0 85:1.0 254:1.0 4948:1.0 13759:1.0 13760:1.0 13761:1.0 13762:1.0 105:1.0 381:1.0 98:0.5 106:1.0 399:1.0 409:1.0 75747:1.0 1426:1.0 18059:1.0 23143:1.0 23144:1.0 4828:1.0 4828:1.0 178:1.0 1116:0.5 1117:0.5 204:1.0 48058:1.0 1642:1.0 
0,25:1 26:1.0 27:1.0 28:1.0 29:1.0 30:1.0 31:1.0 32:1.0 33:1.0 44:1.0 45:1.0 46:1.0 106:1.0 109:1.0 110:1.0 130:1.0 131:1.0 152:1.0 153:1.0 167:0.5 168:1.0 179:1.0 180:1.0 181:0.5 182:0.5 203:1.0 206:1.0 213:1.0 
1,0:1 34:1.0 35:1.0 36:1.0 26:1.0 27:1.0 28:1.0 37:1.0 38:1.0 39:1.0 40:1.0 41:1.0 44:1.0 55:1.0 56:1.0 96:1.0 111:1.0 112:1.0 113:1.0 114:1.0 115:1.0 116:1.0 117:1.0 118:1.0 119:1.0 120:1.0 132:1.0 133:1.0 134:1.0 135:1.0 136:1.0 137:1.0 138:1.0 139:1.0 140:1.0 141:1.0 154:1.0 155:1.0 156:1.0 169:0.5 169:0.5 170:1.0 184:1.0 3566:0.5 3567:0.5 204:1.0 205:1.0 207:1.0 214:1.0 
0,1:1 34:1.0 42:1.0 43:1.0 26:1.0 27:1.0 47:1.0 48:1.0 49:1.0 50:1.0 51:1.0 52:1.0 831:1.0 832:1.0 13779:1.0 95:1.0 887:1.0 121:1.0 142:1.0 158:1.0 159:1.0 13922:0.5 13923:0.5 37737:1.0 187:1.0 188:1.0 189:0.5 190:0.5 21656:1.0 215:1.0 
3,0:1 34:1.0 53:1.0 54:1.0 71:1.0 821:1.0 822:1.0 823:1.0 13774:1.0 13775:1.0 13776:1.0 13777:1.0 327:1.0 1891:1.0 4462:1.0 97:1.0 101:1.0 103:0.5 389:1.0 106:1.0 909:1.0 910:1.0 13811:1.0 13812:1.0 13813:1.0 967:1.0 968:1.0 7070:1.0 13844:1.0 13845:1.0 160:1.0 160:1.0 37712:1.0 4595:0.5 4595:0.5 21642:1.0 13952:1.0 13953:1.0 577:0.5 578:0.5 618:1.0 37777:1.0 212:1.0 216:1.0 
14,3:1 828:1.0 829:1.0 13778:1.0 71:1.0 317:1.0 353:1.0 645:1.0 4457:1.0 4458:1.0 4459:1.0 4460:1.0 44:1.0 377:1.0 2249:1.0 682:1.0 388:1.0 683:0.8 391:0.6 381:0.4 98:0.2 398:1.0 109:1.0 2942:1.0 4499:1.0 1415:1.0 2006:1.0 2007:1.0 13884:1.0 13885:1.0 21635:1.0 6642:0.5 6408:1.0 4637:1.0 748:0.5 749:0.5 204:1.0 212:1.0 
12,14:1 324:1.0 650:1.0 4461:1.0 26:1.0 27:1.0 47:1.0 372:1.0 1932:1.0 2246:1.0 6483:1.0 6484:1.0 275:1.0 819:1.0 820:1.0 390:1.0 96:1.0 111:1.0 6523:1.0 6524:1.0 6525:1.0 6526:1.0 6527:1.0 6528:1.0 6529:1.0 6530:1.0 6531:1.0 6532:1.0 6533:1.0 132:1.0 988:1.0 989:1.0 990:1.0 991:1.0 6571:1.0 6572:1.0 6573:1.0 6574:1.0 6575:1.0 6576:1.0 6577:1.0 4553:1.0 4553:1.0 1077:0.5 1077:0.5 129946:1.0 6665:1.0 204:1.0 765:1.0 127788:1.0 
7,12:1 34:1.0 2203:1.0 6485:1.0 264:1.0 265:1.0 811:1.0 812:1.0 813:1.0 814:1.0 815:1.0 816:1.0 92:1.0 7950:1.0 28052:1.0 95:1.0 683:0.5 104:1.0 413:1.0 460:1.0 6615:1.0 129919:1.0 1118:1.0 1119:1.0 1120:0.5 190:0.5 
3,7:1 272:1.0 817:1.0 818:1.0 26:1.0 85:1.0 254:1.0 7943:1.0 28047:1.0 28048:1.0 28049:1.0 28050:1.0 660:1.0 1205:1.0 1206:1.0 97:1.0 103:1.0 98:0.6666666666666666 381:0.3333333333333333 387:1.0 107:1.0 429:1.0 430:1.0 431:1.0 30848:1.0 77641:1.0 77642:1.0 451:1.0 1421:1.0 18063:1.0 18064:1.0 62580:1.0 1043:1.0 1043:1.0 1511:0.5 1511:0.5 6662:0.5 6663:0.5 618:1.0 2858:1.0 
5,3:1 236:1.0 7948:1.0 28051:1.0 26:1.0 220:1.0 221:1.0 222:1.0 223:1.0 224:1.0 225:1.0 226:1.0 92:1.0 670:1.0 671:1.0 105:1.0 379:1.0 1331:0.6666666666666666 381:0.3333333333333333 395:1.0 399:1.0 400:1.0 444:1.0 445:1.0 1568:1.0 572:1.0 744:0.5 745:0.5 204:1.0 212:1.0 
4,5:1 227:1.0 228:1.0 229:1.0 26:1.0 85:1.0 86:1.0 663:1.0 664:1.0 665:1.0 10218:1.0 10219:1.0 350:1.0 351:1.0 352:1.0 380:1.0 389:1.0 106:1.0 404:1.0 8432:1.0 44065:1.0 2320:1.0 4507:1.0 493:1.0 493:1.0 560:0.5 560:0.5 197:0.5 198:0.5 204:1.0 70941:1.0 
9,4:1 236:1.0 668:1.0 669:1.0 264:1.0 340:1.0 341:1.0 342:1.0 343:1.0 344:1.0 345:1.0 346:1.0 660:1.0 661:1.0 662:1.0 388:1.0 391:0.8571428571428571 683:0.7142857142857143 102:0.5714285714285714 98:0.42857142857142855 101:0.2857142857142857 103:0.14285714285714285 387:1.0 398:1.0 434:1.0 435:1.0 143:1.0 482:1.0 729:0.5 729:0.5 730:1.0 743:1.0 607:1.0 744:0.5 745:0.5 204:1.0 212:1.0 
5,9:1 347:1.0 348:1.0 349:1.0 26:1.0 220:1.0 652:1.0 653:1.0 654:1.0 655:1.0 656:1.0 657:1.0 92:1.0 93:1.0 4976:1.0 390:1.0 379:1.0 101:0.8571428571428571 381:0.7142857142857143 684:0.5714285714285714 98:0.42857142857142855 388:0.2857142857142857 103:0.14285714285714285 99:1.0 395:1.0 423:1.0 689:1.0 690:1.0 446:1.0 483:1.0 484:1.0 524:1.0 524:1.0 718:1.0 23621:0.5 23621:0.5 746:1.0 747:1.0 748:0.5 749:0.5 204:1.0 774:1.0 
4,5:1 227:1.0 658:1.0 659:1.0 26:1.0 85:1.0 86:1.0 87:1.0 88:1.0 4972:1.0 13275:1.0 13276:1.0 853:1.0 3145:1.0 3146:1.0 380:1.0 98:1.0 103:0.5 96:1.0 396:1.0 3247:1.0 4410:1.0 7395:1.0 23558:1.0 148:1.0 23571:1.0 23572:1.0 23573:1.0 719:1.0 719:1.0 3353:0.5 3353:0.5 23648:1.0 23649:1.0 197:0.5 198:0.5 204:1.0 6940:1.0 212:1.0 
7,4:1 236:1.0 799:1.0 4975:1.0 264:1.0 843:1.0 3137:1.0 3138:1.0 3139:1.0 3140:1.0 3141:1.0 3142:1.0 327:1.0 1203:1.0 9109:1.0 100:1.0 95:1.0 1331:0.6666666666666666 381:0.3333333333333333 382:1.0 3225:1.0 3269:1.0 23595:1.0 23595:1.0 9243:0.5 9243:0.5 90174:1.0 3405:1.0 3406:1.0 3407:0.5 190:0.5 
6,7:1 850:1.0 3143:1.0 3144:1.0 71:1.0 317:1.0 1195:1.0 1196:1.0 3167:1.0 9105:1.0 9106:1.0 9107:1.0 350:1.0 868:1.0 869:1.0 97:1.0 381:1.0 389:1.0 107:1.0 936:1.0 2283:1.0 9136:1.0 9137:1.0 9138:1.0 2320:1.0 4507:1.0 9172:1.0 9173:1.0 9174:1.0 3309:1.0 3309:1.0 90141:1.0 1094:0.5 1094:0.5 12712:1.0 9271:1.0 1116:0.5 1117:0.5 204:1.0 212:1.0 
9,6:1 324:1.0 1201:1.0 9108:1.0 264:1.0 340:1.0 672:1.0 861:1.0 862:1.0 863:1.0 864:1.0 865:1.0 44:1.0 877:1.0 4038:1.0 383:1.0 388:1.0 683:0.8333333333333334 391:0.6666666666666666 101:0.5 381:0.3333333333333333 888:0.16666666666666666 398:1.0 954:1.0 955:1.0 956:1.0 451:1.0 1024:1.0 1025:1.0 9207:1.0 9207:1.0 1137:1.0 1138:1.0 748:0.5 749:0.5 204:1.0 212:1.0 
8,9:1 347:1.0 866:1.0 867:1.0 26:1.0 27:1.0 278:1.0 870:1.0 4033:1.0 4034:1.0 4035:1.0 4036:1.0 92:1.0 1915:1.0 2649:1.0 390:1.0 99:1.0 396:1.0 936:1.0 937:1.0 1742:1.0 8317:1.0 18386:1.0 1060:1.0 1060:1.0 117904:0.5 24281:0.5 16238:0.5 619:1.0 1832:1.0 
8,8:1 34:1.0 875:1.0 4037:1.0 26:1.0 85:1.0 1245:1.0 1908:1.0 1909:1.0 2645:1.0 4957:1.0 4958:1.0 275:1.0 819:1.0 820:1.0 98:1.0 96:1.0 106:1.0 399:1.0 4990:1.0 4991:1.0 9512:1.0 117841:1.0 117842:1.0 117843:1.0 967:1.0 968:1.0 6847:1.0 12577:1.0 117853:1.0 117854:1.0 117855:1.0 1077:0.5 1077:0.5 117906:1.0 117918:1.0 2455:0.5 2456:0.5 618:1.0 641:1.0 
7,8:1 236:1.0 1913:1.0 2648:1.0 264:1.0 265:1.0 811:1.0 812:1.0 813:1.0 814:1.0 815:1.0 816:1.0 92:1.0 841:1.0 18619:1.0 100:1.0 95:1.0 683:0.5 413:1.0 460:1.0 117880:1.0 117881:1.0 1118:1.0 1119:1.0 1120:0.5 190:0.5 
18,7:1 272:1.0 817:1.0 818:1.0 26:1.0 85:1.0 86:1.0 834:1.0 835:1.0 18615:1.0 18616:1.0 18617:1.0 44:1.0 877:1.0 10666:1.0 97:1.0 99:1.0 11600:1.0 84265:1.0 95567:1.0 1043:1.0 1043:1.0 10768:0.5 10768:0.5 765:1.0 
4,18:1 236:1.0 839:1.0 18618:1.0 26:1.0 27:1.0 278:1.0 870:1.0 8723:1.0 10662:1.0 10663:1.0 10664:1.0 327:1.0 4171:1.0 4172:1.0 98:1.0 104:1.0 909:1.0 7409:1.0 10802:1.0 193:0.5 194:0.5 204:1.0 
3,4:1 34:1.0 875:1.0 10665:1.0 71:1.0 317:1.0 1195:1.0 4164:1.0 4165:1.0 4166:1.0 4167:1.0 4168:1.0 251:1.0 8754:1.0 10009:1.0 100:1.0 103:1.0 381:0.5 1329:1.0 107:1.0 936:1.0 2283:1.0 5369:1.0 18345:1.0 18346:1.0 18347:1.0 130:1.0 7051:1.0 8444:1.0 8445:1.0 54922:1.0 10738:1.0 10738:1.0 10042:0.5 10042:0.5 1575:0.5 1576:0.5 204:1.0 10820:1.0 
10,3:1 324:1.0 4169:1.0 4170:1.0 71:1.0 241:1.0 330:1.0 8747:1.0 10004:1.0 10005:1.0 10006:1.0 10007:1.0 92:1.0 7950:1.0 68591:1.0 105:1.0 391:1.0 388:0.6666666666666666 888:0.3333333333333333 1329:1.0 4039:1.0 4040:1.0 4041:1.0 957:1.0 10016:1.0 148:1.0 2564:1.0 68700:0.5 68700:0.5 68701:1.0 10054:1.0 10055:1.0 744:0.5 745:0.5 204:1.0 212:1.0 
10,10:1 248:1.0 8752:1.0 10008:1.0 26:1.0 85:1.0 254:1.0 7943:1.0 68586:1.0 68587:1.0 68588:1.0 68589:1.0 275:1.0 819:1.0 820:1.0 1330:1.0 391:1.0 381:0.6666666666666666 388:0.3333333333333333 96:1.0 398:1.0 954:1.0 1351:1.0 68619:1.0 451:1.0 2742:1.0 45979:1.0 10031:1.0 10031:1.0 68671:1.0 1077:0.5 1077:0.5 68723:1.0 68724:1.0 748:0.5 749:0.5 204:1.0 38480:1.0 212:1.0 
7,10:1 236:1.0 7948:1.0 68590:1.0 264:1.0 265:1.0 811:1.0 812:1.0 813:1.0 814:1.0 815:1.0 816:1.0 44:1.0 1321:1.0 7927:1.0 1330:1.0 95:1.0 683:0.5 104:1.0 413:1.0 460:1.0 68672:1.0 68672:1.0 13585:0.5 8032:0.5 15571:1.0 1118:1.0 1119:1.0 1120:0.5 190:0.5 
3,7:1 272:1.0 817:1.0 818:1.0 26:1.0 27:1.0 47:1.0 1314:1.0 5720:1.0 7923:1.0 7924:1.0 7925:1.0 44:1.0 3203:1.0 3204:1.0 97:1.0 103:1.0 391:0.6666666666666666 1331:0.3333333333333333 106:1.0 423:1.0 7969:1.0 7970:1.0 7971:1.0 7972:1.0 7973:1.0 1426:1.0 4788:1.0 5415:1.0 5416:1.0 5417:1.0 5418:1.0 1043:1.0 1043:1.0 15565:1.0 3379:0.5 3380:0.5 84474:1.0 13612:1.0 8056:1.0 1602:0.5 1603:0.5 618:1.0 212:1.0 
3,3:1 34:1.0 1319:1.0 7926:1.0 26:1.0 27:1.0 28:1.0 29:1.0 30:1.0 31:1.0 32:1.0 33:1.0 275:1.0 296:1.0 297:1.0 105:1.0 96:1.0 106:1.0 109:1.0 110:1.0 130:1.0 131:1.0 13557:1.0 8012:1.0 84429:1.0 545:0.5 545:0.5 138280:1.0 179:1.0 180:1.0 181:0.5 182:0.5 619:1.0 
7,3:1 34:1.0 35:1.0 36:1.0 264:1.0 265:1.0 288:1.0 289:1.0 290:1.0 291:1.0 292:1.0 293:1.0 44:1.0 1321:1.0 1322:1.0 95:1.0 419:1.0 467:1.0 154:1.0 155:1.0 138276:1.0 114685:0.5 591:1.0 592:1.0 593:0.5 190:0.5 3476:1.0 
4,7:1 272:1.0 294:1.0 295:1.0 26:1.0 27:1.0 47:1.0 1314:1.0 1315:1.0 1316:1.0 1317:1.0 1318:1.0 275:1.0 819:1.0 820:1.0 97:1.0 96:1.0 106:1.0 1698:1.0 35361:1.0 35362:1.0 446:1.0 483:1.0 35377:1.0 509:1.0 509:1.0 1077:0.5 1077:0.5 35439:1.0 600:0.5 601:0.5 618:1.0 48903:1.0 3475:1.0 
7,4:1 34:1.0 1319:1.0 1320:1.0 264:1.0 265:1.0 811:1.0 812:1.0 813:1.0 814:1.0 815:1.0 816:1.0 95:1.0 683:0.5 413:1.0 460:1.0 35393:1.0 1556:1.0 178:1.0 1118:1.0 1119:1.0 1120:0.5 190:0.5 1643:1.0 
1,25:1 26:1.0 27:1.0 28:1.0 37:1.0 38:1.0 39:1.0 40:1.0 41:1.0 68:1.0 69:1.0 70:1.0 387:1.0 111:1.0 112:1.0 113:1.0 114:1.0 115:1.0 116:1.0 117:1.0 118:1.0 119:1.0 120:1.0 132:1.0 133:1.0 134:1.0 135:1.0 136:1.0 137:1.0 138:1.0 139:1.0 140:1.0 141:1.0 152:1.0 1751:1.0 1504:0.5 171:0.5 3385:1.0 184:1.0 1831:1.0 205:1.0 5703:1.0 213:1.0 
2,1:1 34:1.0 42:1.0 43:1.0 57:1.0 58:1.0 59:1.0 60:1.0 61:1.0 62:1.0 63:1.0 64:1.0 82:1.0 1175:1.0 1176:1.0 379:1.0 98:0.8 101:0.6 684:0.4 102:0.2 104:1.0 122:1.0 143:1.0 158:1.0 3338:1.0 1500:0.5 1500:0.5 1501:1.0 1557:1.0 192:1.0 1558:0.5 1559:0.5 620:1.0 214:1.0 
3,2:1 65:1.0 66:1.0 67:1.0 71:1.0 72:1.0 1167:1.0 1168:1.0 1169:1.0 1170:1.0 1171:1.0 1172:1.0 68:1.0 69:1.0 70:1.0 380:1.0 103:1.0 98:0.5 387:1.0 107:1.0 909:1.0 914:1.0 915:1.0 1333:1.0 1334:1.0 446:1.0 483:1.0 1388:1.0 1389:1.0 1390:1.0 1445:1.0 162:1.0 1446:1.0 1504:0.5 171:0.5 67071:1.0 1560:1.0 1561:1.0 1116:0.5 1117:0.5 204:1.0 21159:1.0 212:1.0 215:1.0 
2,3:1 79:1.0 1173:1.0 1174:1.0 57:1.0 58:1.0 59:1.0 60:1.0 61:1.0 62:1.0 63:1.0 64:1.0 831:1.0 1234:1.0 32924:1.0 105:1.0 379:1.0 98:0.8 101:0.6 684:0.4 102:0.2 104:1.0 122:1.0 143:1.0 1447:1.0 1447:1.0 67042:1.0 32996:0.5 32996:0.5 1557:1.0 192:1.0 1558:0.5 1559:0.5 620:1.0 216:1.0 
3,2:1 65:1.0 66:1.0 67:1.0 71:1.0 821:1.0 1226:1.0 1227:1.0 1228:1.0 32920:1.0 32921:1.0 32922:1.0 251:1.0 4156:1.0 4157:1.0 380:1.0 103:1.0 98:0.6666666666666666 381:0.3333333333333333 389:1.0 107:1.0 109:1.0 2942:1.0 32935:1.0 967:1.0 5048:1.0 9023:1.0 1445:1.0 162:1.0 4253:0.5 4253:0.5 33025:1.0 33026:1.0 748:0.5 749:0.5 204:1.0 11268:1.0 212:1.0 
9,3:1 828:1.0 1232:1.0 32923:1.0 71:1.0 241:1.0 330:1.0 4149:1.0 4150:1.0 4151:1.0 4152:1.0 4153:1.0 853:1.0 3145:1.0 3146:1.0 105:1.0 388:1.0 103:0.75 381:0.5 98:0.25 96:1.0 398:1.0 423:1.0 4182:1.0 4183:1.0 4184:1.0 984:1.0 985:1.0 4205:1.0 4206:1.0 32967:1.0 32967:1.0 3353:0.5 3353:0.5 69435:1.0 4276:1.0 4277:1.0 197:0.5 198:0.5 204:1.0 212:1.0 
7,9:1 248:1.0 4154:1.0 4155:1.0 264:1.0 843:1.0 3137:1.0 3138:1.0 3139:1.0 3140:1.0 3141:1.0 3142:1.0 92:1.0 2147:1.0 4336:1.0 390:1.0 95:1.0 1331:0.6666666666666666 381:0.3333333333333333 3225:1.0 3269:1.0 4231:1.0 4231:1.0 69409:1.0 103982:0.5 103982:0.5 3405:1.0 3406:1.0 3407:0.5 190:0.5 
18,7:1 850:1.0 3143:1.0 3144:1.0 26:1.0 85:1.0 1245:1.0 2140:1.0 4331:1.0 4332:1.0 4333:1.0 4334:1.0 92:1.0 2156:1.0 18000:1.0 97:1.0 99:1.0 43315:1.0 66710:1.0 103909:1.0 4348:1.0 103926:1.0 103927:1.0 3309:1.0 3309:1.0 104006:1.0 104007:1.0 6926:0.5 6927:0.5 765:1.0 622:1.0 104013:1.0 66738:1.0 
4,18:1 236:1.0 2145:1.0 4335:1.0 26:1.0 85:1.0 230:1.0 2149:1.0 2150:1.0 17996:1.0 17997:1.0 17998:1.0 275:1.0 819:1.0 820:1.0 98:1.0 96:1.0 106:1.0 404:1.0 905:1.0 7018:1.0 26528:1.0 54580:1.0 143:1.0 482:1.0 16558:1.0 57218:1.0 103951:1.0 103951:1.0 1077:0.5 1077:0.5 1575:0.5 1576:0.5 204:1.0 212:1.0 
7,4:1 236:1.0 2154:1.0 17999:1.0 264:1.0 265:1.0 811:1.0 812:1.0 813:1.0 814:1.0 815:1.0 816:1.0 251:1.0 7506:1.0 11946:1.0 100:1.0 95:1.0 683:0.5 413:1.0 460:1.0 32858:0.5 12021:0.5 32859:1.0 1118:1.0 1119:1.0 1120:0.5 190:0.5 
19,7:1 272:1.0 817:1.0 818:1.0 71:1.0 241:1.0 2620:1.0 7499:1.0 11941:1.0 11942:1.0 11943:1.0 11944:1.0 92:1.0 262:1.0 4028:1.0 97:1.0 382:1.0 395:1.0 404:1.0 2708:1.0 7520:1.0 11954:1.0 143:1.0 1406:1.0 11965:1.0 11966:1.0 1043:1.0 1043:1.0 32840:1.0 4103:0.5 4103:0.5 19735:1.0 12046:1.0 19736:0.5 19737:0.5 2848:1.0 
6,19:1 248:1.0 7504:1.0 11945:1.0 26:1.0 85:1.0 254:1.0 255:1.0 4023:1.0 4024:1.0 4025:1.0 4026:1.0 853:1.0 3145:1.0 3146:1.0 381:1.0 96:1.0 106:1.0 423:1.0 4044:1.0 4045:1.0 4046:1.0 2320:1.0 4063:1.0 4064:1.0 4065:1.0 19690:1.0 11991:1.0 3353:0.5 3353:0.5 131534:1.0 4123:1.0 4124:1.0 197:0.5 198:0.5 204:1.0 34114:1.0 
7,6:1 236:1.0 260:1.0 4027:1.0 264:1.0 843:1.0 3137:1.0 3138:1.0 3139:1.0 3140:1.0 3141:1.0 3142:1.0 251:1.0 2899:1.0 2900:1.0 383:1.0 95:1.0 1331:0.6666666666666666 381:0.3333333333333333 889:1.0 3225:1.0 3269:1.0 4086:1.0 4086:1.0 131519:1.0 3032:0.5 3032:0.5 21110:1.0 3405:1.0 3406:1.0 3407:0.5 190:0.5 
13,7:1 850:1.0 3143:1.0 3144:1.0 71:1.0 241:1.0 298:1.0 2892:1.0 2893:1.0 2894:1.0 2895:1.0 2896:1.0 68:1.0 69:1.0 70:1.0 97:1.0 888:1.0 388:0.75 391:0.5 381:0.25 387:1.0 891:1.0 109:1.0 2942:1.0 2943:1.0 703:1.0 2977:1.0 2978:1.0 3309:1.0 3309:1.0 21076:1.0 1504:0.5 171:0.5 16613:1.0 3064:1.0 3065:1.0 748:0.5 749:0.5 204:1.0 21488:1.0 
2,13:1 248:1.0 2897:1.0 2898:1.0 57:1.0 58:1.0 59:1.0 60:1.0 61:1.0 62:1.0 63:1.0 64:1.0 82:1.0 5942:1.0 22130:1.0 890:1.0 379:1.0 98:0.8 101:0.6 684:0.4 102:0.2 104:1.0 122:1.0 143:1.0 3002:1.0 3002:1.0 16588:1.0 22154:0.5 22154:0.5 22155:1.0 1557:1.0 192:1.0 1558:0.5 1559:0.5 620:1.0 
3,2:1 65:1.0 66:1.0 67:1.0 71:1.0 72:1.0 1167:1.0 5935:1.0 22125:1.0 22126:1.0 22127:1.0 22128:1.0 660:1.0 1205:1.0 1206:1.0 380:1.0 103:1.0 98:0.5 387:1.0 396:1.0 404:1.0 2919:1.0 22131:1.0 22132:1.0 444:1.0 6543:1.0 6544:1.0 6545:1.0 1445:1.0 162:1.0 22141:1.0 1511:0.5 1511:0.5 22156:1.0 22167:1.0 22168:1.0 197:0.5 198:0.5 204:1.0 9286:1.0 212:1.0 
5,3:1 79:1.0 5940:1.0 22129:1.0 26:1.0 220:1.0 221:1.0 222:1.0 223:1.0 224:1.0 225:1.0 226:1.0 92:1.0 1253:1.0 2644:1.0 105:1.0 379:1.0 1331:0.6666666666666666 381:0.3333333333333333 382:1.0 395:1.0 399:1.0 400:1.0 444:1.0 445:1.0 22142:1.0 22142:1.0 22143:1.0 11222:0.5 11222:0.5 1568:1.0 572:1.0 744:0.5 745:0.5 204:1.0 212:1.0 
6,5:1 227:1.0 228:1.0 229:1.0 26:1.0 85:1.0 1245:1.0 1246:1.0 1247:1.0 2640:1.0 11101:1.0 11102:1.0 92:1.0 841:1.0 2867:1.0 380:1.0 381:1.0 1332:1.0 429:1.0 11131:1.0 11132:1.0 703:1.0 4514:1.0 4515:1.0 493:1.0 493:1.0 11253:1.0 11254:1.0 748:0.5 749:0.5 204:1.0 212:1.0 3101:1.0 
4,6:1 236:1.0 1251:1.0 2643:1.0 26:1.0 85:1.0 86:1.0 834:1.0 1677:1.0 2863:1.0 2901:1.0 2902:1.0 275:1.0 296:1.0 297:1.0 383:1.0 96:1.0 396:1.0 1372:1.0 10898:1.0 10899:1.0 74728:1.0 1426:1.0 13515:1.0 46632:1.0 11193:1.0 11193:1.0 545:0.5 545:0.5 752:0.5 753:0.5 204:1.0 1166:1.0 
7,4:1 236:1.0 839:1.0 2866:1.0 264:1.0 265:1.0 288:1.0 289:1.0 290:1.0 291:1.0 292:1.0 293:1.0 95:1.0 419:1.0 467:1.0 7643:1.0 178:1.0 591:1.0 592:1.0 593:0.5 190:0.5 1165:1.0 
3,25:1 71:1.0 72:1.0 1304:1.0 1861:1.0 6453:1.0 6686:1.0 6687:1.0 6688:1.0 660:1.0 661:1.0 662:1.0 103:1.0 387:1.0 107:1.0 936:1.0 937:1.0 6699:1.0 6700:1.0 6701:1.0 451:1.0 1024:1.0 2308:1.0 6722:1.0 6723:1.0 152:1.0 729:0.5 729:0.5 6778:1.0 577:0.5 578:0.5 617:1.0 13246:1.0 213:1.0 
5,3:1 79:1.0 1866:1.0 6689:1.0 26:1.0 220:1.0 652:1.0 653:1.0 654:1.0 655:1.0 656:1.0 657:1.0 92:1.0 1253:1.0 30048:1.0 105:1.0 379:1.0 101:0.8571428571428571 381:0.7142857142857143 684:0.5714285714285714 98:0.42857142857142855 388:0.2857142857142857 103:0.14285714285714285 395:1.0 423:1.0 689:1.0 690:1.0 446:1.0 483:1.0 484:1.0 6748:1.0 746:1.0 747:1.0 748:0.5 749:0.5 204:1.0 774:1.0 214:1.0 
6,5:1 227:1.0 658:1.0 659:1.0 26:1.0 85:1.0 1245:1.0 1246:1.0 13015:1.0 30044:1.0 30045:1.0 30046:1.0 92:1.0 1915:1.0 2649:1.0 380:1.0 99:1.0 106:1.0 109:1.0 1937:1.0 13052:1.0 49408:1.0 148:1.0 9519:1.0 29330:1.0 29331:1.0 719:1.0 719:1.0 5131:0.5 5132:0.5 204:1.0 215:1.0 
4,6:1 236:1.0 1251:1.0 30047:1.0 26:1.0 85:1.0 1245:1.0 1908:1.0 1909:1.0 2645:1.0 2646:1.0 2647:1.0 92:1.0 670:1.0 671:1.0 98:1.0 99:1.0 106:1.0 399:1.0 4197:1.0 4198:1.0 56437:1.0 444:1.0 445:1.0 8683:1.0 67095:0.5 67095:0.5 1108:0.5 1109:0.5 204:1.0 212:1.0 216:1.0 
4,4:1 236:1.0 1913:1.0 2648:1.0 26:1.0 85:1.0 86:1.0 663:1.0 664:1.0 665:1.0 10218:1.0 10219:1.0 350:1.0 351:1.0 352:1.0 100:1.0 98:1.0 391:0.5 389:1.0 106:1.0 954:1.0 955:1.0 15472:1.0 67026:1.0 477:1.0 478:1.0 43365:1.0 43366:1.0 560:0.5 560:0.5 67114:1.0 67115:1.0 197:0.5 198:0.5 204:1.0 212:1.0 
9,4:1 236:1.0 668:1.0 669:1.0 264:1.0 340:1.0 341:1.0 342:1.0 343:1.0 344:1.0 345:1.0 346:1.0 660:1.0 1205:1.0 1206:1.0 100:1.0 388:1.0 391:0.8571428571428571 683:0.7142857142857143 102:0.5714285714285714 98:0.42857142857142855 101:0.2857142857142857 103:0.14285714285714285 387:1.0 398:1.0 434:1.0 435:1.0 143:1.0 482:1.0 107972:1.0 107972:1.0 1511:0.5 1511:0.5 27420:1.0 743:1.0 607:1.0 744:0.5 745:0.5 204:1.0 212:1.0 
